X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
9.3,27,72759.18,3560.37,9732.69,645.05,645.05,1063,288,773.09,4.55,1,22.96,1.05,88.68,1.76
5.14,15,21625.6,1924.32,8464.99,175.22,175.22,704.55,288,634.97,2.09,1,11.17,1.03,25.07,0.5
6.18,18,29790.32,2307.49,8819.41,246.23,246.23,789.52,288,672.53,2.51,1,13.32,1.03,35.16,0.7
9.3,27,72769.98,3560.41,9772.38,645.09,645.09,1092.85,288,783.22,4.5,1,22.62,1.05,90.55,1.79
4.16,12,14719.87,1547.45,7732.68,113.75,113.75,645.34,288,607.01,1.66,1,9.01,1.02,17.45,0.35
2.09,6,6812.26,1363.57,6826.03,25.89,25.89,631.86,288,580.18,1.32,1,7.22,1.02,16.83,0.29
3.14,9,8378.8,1386.76,7117.59,60.35,60.35,579.43,288,579.89,1.39,1,7.43,1.02,12.02,0.24
4.16,12,14724.89,1547.47,7813.23,113.81,113.81,644.94,288,610.15,1.66,1,8.87,1.02,17.34,0.34
9.3,27,72761.65,3560.37,9729.67,645.06,645.06,1053.14,288,770.42,4.55,1,22.89,1.05,87.8,1.74
9.3,27,72770.69,3560.41,9761.48,645.12,645.12,1078.64,288,778.95,4.51,1,22.63,1.05,89.48,1.77
3.14,9,8381.08,1386.77,7158.98,60.38,60.38,588.76,288,584.16,1.39,1,7.43,1.02,12.38,0.25
9.3,27,72768.52,3560.39,9742.93,644.76,644.76,1055.34,288,771.84,4.53,1,22.68,1.05,87.7,1.74
7.15,21,38983.21,2678.09,9131.91,332.19,332.19,850.6,288,698.64,2.96,1,15.65,1.04,45.61,0.9
8.21,24,50994.39,3087.51,9307.58,438.08,438.08,924.78,288,732.13,3.59,1,18.51,1.04,60.48,1.2
4.16,12,14718.21,1547.45,7726.17,113.74,113.74,621.44,288,600.14,1.66,1,8.86,1.02,16.35,0.32
3.14,9,8379.15,1386.76,7120.49,60.35,60.35,587.76,288,582.49,1.39,1,7.47,1.02,12.36,0.25
1.14,3,3051.35,1336.39,6615.51,6.71,6.71,538.88,288,554.88,1.2,1,6.47,1.02,22.76,0.19
8.21,24,50993.66,3087.5,9313.91,438.07,438.07,911.04,288,730.21,3.57,1,18.22,1.04,59.18,1.17
6.18,18,29790.62,2307.45,8817.61,246.27,246.27,755.47,288,662.65,2.51,1,13.08,1.03,33.1,0.66
8.21,24,50994.34,3087.51,9307.72,437.97,437.97,926.5,288,732.6,3.59,1,18.52,1.04,60.62,1.2
4.16,12,14718.88,1547.45,7717.78,113.75,113.75,644.86,288,606.27,1.66,1,9.03,1.02,17.44,0.35
3.14,9,8380.17,1386.76,7138.73,60.37,60.37,592.66,288,584.61,1.39,1,7.47,1.02,12.54,0.25
7.15,21,38997.82,2678.07,9124.59,332.27,332.27,803.1,288,683.21,2.98,1,15.41,1.04,42.49,0.84
4.16,12,14721.3,1547.46,7751.07,113.77,113.77,651.68,288,609.49,1.66,1,9.02,1.02,17.72,0.35
3.14,9,8374.84,1386.73,7042.87,60.31,60.31,571.19,288,574.74,1.39,1,7.48,1.02,11.73,0.23
8.21,24,50996.97,3087.61,9321.79,438.02,438.02,935.64,288,738.52,3.57,1,18.34,1.04,60.97,1.21
8.21,24,50993.89,3087.51,9315.72,438,438,914.76,288,731.64,3.57,1,18.22,1.04,59.43,1.18
2.09,6,3672.76,1385.4,6835.16,29.8,29.8,514.43,288,561.55,1.23,1,6.58,1.02,0,0.14
3.14,9,8375.99,1386.74,7057.33,60.31,60.31,585.66,288,579.58,1.39,1,7.54,1.02,12.31,0.24
9.3,27,72771.59,3560.43,9784.7,645.12,645.12,1103.61,288,786.8,4.49,1,22.52,1.05,91.23,1.81
2.09,6,6213.81,1390.41,6816.26,30.81,30.81,578.88,288,569.58,1.32,1,7.05,1.02,0.09,0.23
5.14,15,21623.78,1924.31,8457.83,175.21,175.21,710.84,288,636,2.09,1,11.26,1.03,25.44,0.5
4.16,12,14721.06,1547.46,7750.24,113.76,113.76,647.64,288,608.36,1.66,1,8.99,1.02,17.53,0.35
6.18,18,29762.61,2306.76,8800.26,246,246,756.67,288,661.52,2.51,1,13.18,1.03,33.25,0.66
6.18,18,29762.72,2306.75,8801.3,245.95,245.95,754.05,288,660.86,2.51,1,13.15,1.03,33.08,0.66
3.14,9,8374.5,1386.73,7026.91,60.3,60.3,587.38,288,578.97,1.39,1,7.59,1.02,12.4,0.25
1.14,3,3796.26,1334.46,6619.62,6.65,6.65,568.63,288,560.35,1.22,1,6.63,1.02,24.24,0.22
6.18,18,29781.49,2307.39,8814.61,246.17,246.17,772.74,288,667.36,2.51,1,13.22,1.03,34.16,0.68
9.3,27,72765.08,3560.38,9740.69,644.74,644.74,1061.81,288,773.31,4.54,1,22.8,1.05,88.38,1.75
7.15,21,38993.51,2678.08,9127.4,332.31,332.31,808.55,288,685.47,2.97,1,15.4,1.04,42.82,0.85
4.16,12,14718.89,1547.45,7733.16,113.73,113.73,625.29,288,601.5,1.66,1,8.88,1.02,16.52,0.33
6.18,18,29764.22,2306.85,8808.55,245.95,245.95,763.78,288,664.3,2.51,1,13.18,1.03,33.64,0.67
2.09,6,4615.05,1344.25,6757.84,22.28,22.28,541.72,288,558.82,1.25,1,6.71,1.02,22.35,0.2
9.3,27,72773.21,3560.43,9777.8,644.78,644.78,1091.65,288,783.4,4.49,1,22.5,1.05,90.29,1.79
3.14,9,8373.92,1386.72,7016.12,60.29,60.29,585.18,288,577.92,1.39,1,7.59,1.02,12.31,0.24
4.16,12,14718.03,1547.45,7723.79,113.74,113.74,619.74,288,599.57,1.66,1,8.86,1.02,16.28,0.32
8.21,24,50995.17,3087.56,9318.22,437.97,437.97,931.51,288,736.56,3.57,1,18.37,1.04,60.73,1.2
6.18,18,29762.35,2306.75,8802.28,245.94,245.94,760.78,288,662.89,2.51,1,13.2,1.03,33.49,0.66
4.16,12,14724.47,1547.47,7801.11,113.79,113.79,650.19,288,611.11,1.66,1,8.92,1.02,17.59,0.35
1.14,3,431.23,1333.26,6690.08,6.58,6.58,454.47,288,544.34,1.1,1,5.85,1.02,14.45,0.09
4.16,12,14716.2,1547.44,7693.24,113.71,113.71,635.99,288,602.83,1.67,1,9.02,1.02,17.07,0.34
5.14,15,21635.87,1924.35,8502.95,175.29,175.29,699.34,288,637.37,2.08,1,10.94,1.03,24.62,0.49
8.21,24,50993.39,3087.48,9308.17,438.08,438.08,907.05,288,727.71,3.58,1,18.29,1.04,59.01,1.17
9.3,27,72769.14,3560.39,9741.61,645.06,645.06,1052.35,288,771.01,4.53,1,22.66,1.05,87.45,1.73
1.14,3,1164.76,1315.26,6693.49,5.68,5.68,498.51,288,552.36,1.13,1,6.05,1.02,25.69,0.14
4.16,12,14718.48,1547.45,7719.98,113.75,113.75,633.86,288,603.34,1.66,1,8.96,1.02,16.94,0.34
1.14,3,4026.56,1330.33,6623.74,6.47,6.47,584.56,288,563.7,1.23,1,6.7,1.02,26.16,0.24
9.3,27,72766.04,3560.4,9769.54,644.73,644.73,1098.44,288,784.31,4.51,1,22.75,1.05,91.16,1.8
2.09,6,3598.39,1384.72,6813,29.67,29.67,515.38,288,561.59,1.23,1,6.61,1.02,0,0.14
3.14,9,8380.19,1386.76,7135.64,60.37,60.37,596.01,288,585.5,1.39,1,7.49,1.02,12.68,0.25
1.14,3,4470.98,1371.08,6616.69,8.72,8.72,574.78,288,562.42,1.25,1,6.81,1.02,8.19,0.22
4.16,12,14723.53,1547.46,7781.02,113.79,113.79,659.11,288,612.74,1.66,1,9.01,1.02,18.02,0.36
8.21,24,50996.93,3087.6,9314.64,438.12,438.12,939.11,288,737.54,3.58,1,18.54,1.04,61.47,1.22
4.16,12,14718.65,1547.45,7734.43,113.74,113.74,620.63,288,600.25,1.66,1,8.84,1.02,16.3,0.32
9.3,27,72767.91,3560.41,9752.52,644.91,644.91,1069.81,288,776.12,4.52,1,22.69,1.05,88.86,1.76
7.15,21,39000.18,2678.05,9120.91,332.41,332.41,819.88,288,687.18,2.98,1,15.61,1.04,43.74,0.87
2.09,6,6458.99,1356.15,6817.12,24.53,24.53,622.33,288,578,1.31,1,7.15,1.02,20.39,0.28
7.15,21,38983.65,2678.09,9131.41,332.15,332.15,851.64,288,698.82,2.97,1,15.67,1.04,45.69,0.91
5.14,15,21632.38,1924.34,8490.72,175.3,175.3,699.87,288,636.28,2.08,1,11.01,1.03,24.71,0.49
1.14,3,7363.8,1360.55,6707.52,8.21,8.21,661.19,288,577.59,1.33,1,7.2,1.02,12.54,0.33
7.15,21,38988.28,2678.07,9128.52,332.25,332.25,835.51,288,693.5,2.97,1,15.59,1.04,44.65,0.88
9.3,27,72773.84,3560.41,9754.91,644.84,644.84,1058.59,288,773.53,4.52,1,22.5,1.05,87.72,1.74
6.18,18,29761.57,2306.77,8801.4,245.99,245.99,774.57,288,666.75,2.51,1,13.3,1.03,34.33,0.68
4.16,12,14723.7,1547.46,7786.71,113.79,113.79,655.04,288,611.86,1.66,1,8.98,1.02,17.83,0.35
9.3,27,72767.33,3560.39,9748.3,644.91,644.91,1067.41,288,775.22,4.53,1,22.73,1.05,88.73,1.76
1.14,3,1093.18,1316.32,6696.39,5.75,5.75,496.13,288,552.23,1.12,1,6.04,1.02,24.89,0.14
6.18,18,29793.4,2307.33,8828.23,246.25,246.25,765.22,288,666.39,2.5,1,13.1,1.03,33.64,0.67
8.21,24,50993.07,3087.45,9300.44,438.1,438.1,902.27,288,724.51,3.59,1,18.4,1.04,58.83,1.17
7.15,21,38985.25,2678.09,9134.16,332.11,332.11,814.41,288,688.8,2.96,1,15.33,1.04,43.08,0.85
8.21,24,50993.12,3087.46,9304.37,438.09,438.09,902.45,288,725.55,3.59,1,18.32,1.04,58.74,1.16
3.14,9,8375.72,1386.74,7053.25,60.32,60.32,583.53,288,578.8,1.39,1,7.53,1.02,12.23,0.24
3.14,9,8374.95,1386.73,7036.96,60.3,60.3,584.17,288,578.39,1.39,1,7.56,1.02,12.26,0.24
1.14,3,2917.43,1412.27,6702.93,11.09,11.09,510.06,288,554.83,1.21,1,6.42,1.02,0,0.14
7.15,21,38991.81,2678.07,9126.11,332.28,332.28,830.46,288,691.47,2.97,1,15.6,1.04,44.36,0.88
1.14,3,484.12,1349.37,6654.1,7.43,7.43,449.02,288,543.43,1.1,1,5.9,1.02,6.98,0.07
9.3,27,72780.81,3560.44,9791.95,645.15,645.15,1090.02,288,784.32,4.47,1,22.19,1.05,89.74,1.78
9.3,27,72781.42,3560.42,9780.97,644.85,644.85,1078.5,288,780.56,4.49,1,22.26,1.05,88.94,1.76
2.09,6,4163.6,1391.33,6770.89,30.91,30.91,533.03,288,563.24,1.25,1,6.78,1.02,0,0.16
4.16,12,14725.09,1547.47,7817.29,113.81,113.81,643.21,288,609.84,1.66,1,8.85,1.02,17.25,0.34
8.21,24,50993.59,3087.47,9300.73,438,438,913.42,288,727.49,3.6,1,18.52,1.04,59.74,1.18
5.14,15,21639.63,1924.36,8514.71,175.34,175.34,705.64,288,640.37,2.07,1,10.92,1.03,24.91,0.49
4.16,12,14718.24,1547.45,7710.99,113.74,113.74,642.18,288,605.26,1.67,1,9.03,1.02,17.33,0.34
3.14,9,8377.33,1386.75,7086.18,60.34,60.34,582.3,288,579.63,1.39,1,7.48,1.02,12.16,0.24
9.3,27,72763.03,3560.37,9737.74,644.73,644.73,1062.49,288,773.28,4.54,1,22.86,1.05,88.51,1.75
2.09,6,2800.71,1362.74,6759.5,25.58,25.58,506.81,288,558.89,1.2,1,6.51,1.02,10.67,0.14
9.3,27,72762.38,3560.39,9769.81,644.93,644.93,1105.51,288,786,4.51,1,22.84,1.05,91.82,1.82
6.18,18,29794.46,2307.31,8832.8,246.3,246.3,775.23,288,669.66,2.5,1,13.15,1.03,34.22,0.68
9.3,27,72767.36,3560.4,9745.59,644.95,644.95,1061.35,288,773.53,4.53,1,22.71,1.05,88.21,1.75
5.14,15,21630.94,1924.34,8486.83,175.25,175.25,694.93,288,634.47,2.08,1,10.99,1.03,24.46,0.48
8.21,24,50993.06,3087.45,9297.59,437.99,437.99,911.23,288,726.14,3.6,1,18.56,1.04,59.65,1.18
5.14,15,21629.73,1924.34,8482.21,175.26,175.26,695.27,288,634.1,2.08,1,11.02,1.03,24.49,0.49
3.14,9,8380.83,1386.77,7157.62,60.37,60.37,583.31,288,582.48,1.39,1,7.4,1.02,12.16,0.24
9.3,27,72774.14,3560.44,9787.68,644.79,644.79,1100.1,288,786.26,4.48,1,22.42,1.05,90.82,1.8
1.14,3,4909.54,1411.43,6730.83,11.21,11.21,586.83,288,570.19,1.27,1,6.86,1.02,0,0.22
7.15,21,38999.94,2678.05,9120.88,332.28,332.28,821.54,288,687.65,2.98,1,15.62,1.04,43.85,0.87
9.3,27,72776.45,3560.39,9747.24,645.11,645.11,1042.62,288,768.97,4.53,1,22.44,1.05,86.37,1.71
5.14,15,21624.85,1924.31,8461.45,175.24,175.24,709.91,288,636.12,2.09,1,11.23,1.03,25.38,0.5
7.15,21,38998.99,2678.06,9122.48,332.38,332.38,813.55,288,685.73,2.98,1,15.53,1.04,43.27,0.86
4.16,12,14720.79,1547.46,7752.84,113.76,113.76,639.23,288,606.15,1.66,1,8.93,1.02,17.15,0.34
1.14,3,582.25,1350.45,6646.94,7.42,7.42,442.36,288,540.44,1.11,1,5.88,1.02,6.1,0.07
3.14,9,8380.63,1386.77,7151.93,60.37,60.37,587.39,288,583.5,1.39,1,7.43,1.02,12.33,0.24
4.16,12,14717.76,1547.44,7704.49,113.74,113.74,640.84,288,604.62,1.67,1,9.03,1.02,17.28,0.34
7.15,21,38983.33,2678.08,9134.56,332.13,332.13,825.01,288,691.96,2.96,1,15.41,1.04,43.81,0.87
2.09,6,3096.25,1353.13,6858.73,23.88,23.88,512.54,288,561.05,1.2,1,6.42,1.02,16.32,0.15
7.15,21,38988.74,2678.08,9129.64,332.2,332.2,823.35,288,690.29,2.97,1,15.48,1.04,43.79,0.87
6.18,18,29792.81,2307.4,8828.18,246.21,246.21,795.43,288,674.97,2.5,1,13.32,1.03,35.46,0.7
9.3,27,72784.87,3560.74,9794.99,645.21,645.21,1091.57,288,784.97,4.47,1,22.15,1.05,89.8,1.78
6.18,18,29793.63,2307.34,8829.56,246.29,246.29,773.67,288,668.93,2.5,1,13.15,1.03,34.14,0.68
2.09,6,5659.9,1348.17,6844.58,23.08,23.08,595.96,288,574.03,1.28,1,6.94,1.02,22.7,0.25
7.15,21,39005.44,2678.03,9118.19,332.34,332.34,811.08,288,683.98,2.99,1,15.59,1.04,43.18,0.86
8.21,24,50994.24,3087.52,9313.26,438.09,438.09,920.87,288,732.57,3.58,1,18.34,1.04,60,1.19
2.09,6,4899.42,1344.62,6818,22.41,22.41,578.19,288,570.77,1.26,1,6.84,1.02,23.7,0.23
6.18,18,29767.07,2306.98,8810.79,245.99,245.99,766.38,288,665.24,2.51,1,13.19,1.03,33.78,0.67
7.15,21,38995.38,2678.06,9123.15,332.24,332.24,831.55,288,691.07,2.98,1,15.66,1.04,44.5,0.88
8.21,24,50993.98,3087.49,9304.94,438.08,438.08,923.16,288,731.05,3.59,1,18.54,1.04,60.42,1.2
7.15,21,38987.7,2678.08,9130.63,332.17,332.17,823.01,288,690.43,2.97,1,15.46,1.04,43.75,0.87
8.21,24,50994.99,3087.57,9325.6,438,438,929.94,288,738.1,3.56,1,18.19,1.04,60.39,1.2
4.16,12,14719.51,1547.45,7724.63,113.73,113.73,647.55,288,607.28,1.66,1,9.04,1.02,17.56,0.35
9.3,27,72773.37,3560.42,9776.66,644.79,644.79,1090.49,288,783.03,4.49,1,22.5,1.05,90.21,1.79
7.15,21,39003.54,2678.05,9120.26,332.36,332.36,803.85,288,682.39,2.98,1,15.49,1.04,42.64,0.84
1.14,3,5529.17,1398.36,6677.95,10.27,10.27,586.51,288,565.31,1.29,1,6.92,1.02,0.49,0.23
7.15,21,38994.86,2678.06,9124.21,332.35,332.35,826.12,288,689.77,2.98,1,15.6,1.04,44.1,0.87
4.16,12,14721.41,1547.46,7768.42,113.77,113.77,631.05,288,604.51,1.66,1,8.85,1.02,16.75,0.33
3.14,9,8375.84,1386.74,7052.28,60.31,60.31,587.26,288,579.87,1.39,1,7.55,1.02,12.38,0.25
3.14,9,8375.22,1386.74,7044.83,60.31,60.31,580.55,288,577.6,1.39,1,7.53,1.02,12.11,0.24
2.09,6,5274.17,1395.12,6765.01,31.66,31.66,561.04,288,566.65,1.29,1,6.99,1.02,0,0.2
6.18,18,29767.08,2306.97,8810.73,246.01,246.01,763.23,288,664.33,2.51,1,13.17,1.03,33.59,0.67
2.09,6,4372.81,1343.51,6722.68,22.15,22.15,545.87,288,559.83,1.25,1,6.75,1.02,23.13,0.2
6.18,18,29762.97,2306.79,8806.42,245.94,245.94,761.21,288,663.37,2.51,1,13.18,1.03,33.49,0.66
4.16,12,14724.64,1547.47,7810.58,113.8,113.8,643.15,288,609.55,1.66,1,8.86,1.02,17.26,0.34
7.15,21,38988.29,2678.08,9127.4,332.17,332.17,846.19,288,696.27,2.97,1,15.7,1.04,45.41,0.9
7.15,21,38995.11,2678.07,9125.93,332.31,332.31,809.88,288,685.5,2.98,1,15.44,1.04,42.94,0.85
7.15,21,38979.75,2678.08,9138.54,332.17,332.17,823.71,288,692.55,2.96,1,15.33,1.04,43.63,0.86
3.14,9,8378.3,1386.75,7104.22,60.34,60.34,585.86,288,581.34,1.39,1,7.48,1.02,12.29,0.24
8.21,24,50995.81,3087.59,9324.81,438.05,438.05,931.97,288,738.4,3.56,1,18.23,1.04,60.58,1.2
9.3,27,72779.06,3560.43,9773.36,645.1,645.1,1070.61,288,777.99,4.5,1,22.3,1.05,88.39,1.75
8.21,24,50994.09,3087.5,9309.53,438.02,438.02,917.85,288,730.84,3.58,1,18.39,1.04,59.86,1.19
9.3,27,72755.51,3560.35,9730.24,644.81,644.81,1069.6,288,774.59,4.55,1,23.08,1.05,89.37,1.77
8.21,24,50987.24,3087.2,9291.89,437.96,437.96,917.16,288,726.32,3.61,1,18.73,1.04,60.28,1.19
3.14,9,8376.1,1386.74,7065.63,60.32,60.32,571.85,288,575.76,1.39,1,7.46,1.02,11.75,0.23
1.14,3,4053.74,1417.89,6746.47,11.65,11.65,570.47,288,569.65,1.25,1,6.73,1.02,0,0.2
6.18,18,29762,2306.84,8792.14,246.02,246.02,766.85,288,663.73,2.51,1,13.3,1.03,33.91,0.67
7.15,21,39000.21,2678.06,9121.5,332.41,332.41,813.91,288,685.6,2.98,1,15.55,1.04,43.31,0.86
8.21,24,50992.81,3087.45,9303.47,438.03,438.03,896.81,288,723.85,3.59,1,18.27,1.04,58.3,1.15
2.09,6,6824.85,1381.77,6769.42,29.19,29.19,600.28,288,570.63,1.33,1,7.2,1.02,5.78,0.26
6.18,18,29760.72,2306.83,8783.05,246.02,246.02,778.43,288,666.21,2.52,1,13.43,1.03,34.67,0.69
8.21,24,50993.74,3087.5,9312.55,437.96,437.96,912.39,288,730.21,3.58,1,18.26,1.04,59.33,1.17
8.21,24,50996.82,3087.61,9319.6,437.98,437.98,934.62,288,737.7,3.57,1,18.38,1.04,60.95,1.21
4.16,12,14718.29,1547.45,7714.16,113.73,113.73,636.46,288,603.82,1.66,1,8.98,1.02,17.06,0.34
9.3,27,72766.82,3560.39,9742.48,645.04,645.04,1060.07,288,772.99,4.53,1,22.75,1.05,88.17,1.75
9.3,27,72773.19,3560.4,9746.82,644.79,644.79,1047.25,288,770.1,4.53,1,22.5,1.05,86.83,1.72
6.18,18,29765.29,2306.91,8809.7,245.98,245.98,767.45,288,665.45,2.51,1,13.21,1.03,33.85,0.67
9.3,27,72760.86,3560.38,9735.9,644.87,644.87,1064.25,288,773.6,4.54,1,22.92,1.05,88.73,1.76
2.09,6,6715.85,1360.65,6771.35,25.3,25.3,597.42,288,568.58,1.32,1,7.11,1.02,16.96,0.26
2.09,6,5742.3,1393.1,6812.99,31.3,31.3,567.25,288,568.16,1.3,1,6.98,1.02,0,0.21
3.14,9,8379.24,1386.76,7119.12,60.36,60.36,594.06,288,584.32,1.39,1,7.5,1.02,12.61,0.25
7.15,21,38986.64,2678.08,9131.62,332.2,332.2,822.67,288,690.57,2.97,1,15.44,1.04,43.71,0.87
3.14,9,8378.95,1386.76,7115.35,60.35,60.35,589.36,288,582.78,1.39,1,7.49,1.02,12.42,0.25
2.09,6,4099.23,1345.21,6865.87,22.5,22.5,545.71,288,566.09,1.24,1,6.6,1.02,22.11,0.2
3.14,9,8376.77,1386.74,7082.62,60.33,60.33,568.85,288,575.46,1.39,1,7.42,1.02,11.61,0.23
9.3,27,72766.6,3560.39,9747.42,645.04,645.04,1068.28,288,775.37,4.53,1,22.76,1.05,88.84,1.76
9.3,27,72775.73,3560.43,9783.48,644.8,644.8,1092.52,288,784.11,4.49,1,22.4,1.05,90.22,1.79
5.14,15,21636.26,1924.34,8500.53,175.29,175.29,709.5,288,640.03,2.08,1,11.02,1.03,25.18,0.5
9.3,27,72774.94,3560.41,9762.84,644.89,644.89,1068.18,288,776.51,4.51,1,22.47,1.05,88.44,1.75
3.14,9,8380.06,1386.76,7136.15,60.37,60.37,593.46,288,584.76,1.39,1,7.48,1.02,12.58,0.25
3.14,9,8376.7,1386.74,7068.1,60.33,60.33,589.13,288,581,1.39,1,7.54,1.02,12.44,0.25
8.21,24,50990.1,3087.32,9302.75,438,438,934.79,288,733.49,3.6,1,18.72,1.04,61.43,1.22
2.09,6,4927.89,1394.07,6846.31,31.48,31.48,543.89,288,565.7,1.28,1,6.79,1.02,0,0.18
8.21,24,50993.6,3087.5,9314.87,438.09,438.09,910.71,288,730.38,3.57,1,18.19,1.04,59.12,1.17
5.14,15,21636.75,1924.32,8498.24,175.32,175.32,722.92,288,643.59,2.08,1,11.12,1.03,25.91,0.51
3.14,9,8374.44,1386.73,7027.94,60.29,60.29,583.65,288,577.91,1.39,1,7.56,1.02,12.25,0.24
2.09,6,4172.9,1390.78,6826.8,30.82,30.82,528.43,288,563.59,1.25,1,6.69,1.02,0,0.16
3.14,9,8376.84,1386.74,7081.99,60.33,60.33,571.25,288,576.16,1.39,1,7.43,1.02,11.71,0.23
4.16,12,14719.79,1547.46,7749.81,113.73,113.73,623.67,288,601.71,1.66,1,8.84,1.02,16.43,0.33
1.14,3,3188.07,1417.55,6732.78,11.57,11.57,539.22,288,563.82,1.22,1,6.55,1.02,0,0.17
5.14,15,21625.19,1924.31,8463.2,175.21,175.21,706.49,288,635.33,2.09,1,11.2,1.03,25.18,0.5
4.16,12,14719.82,1547.45,7740.96,113.75,113.75,633.06,288,603.97,1.66,1,8.91,1.02,16.88,0.33
2.09,6,2891.04,1370.61,6765.02,27.02,27.02,505,288,559.08,1.2,1,6.53,1.02,6.57,0.13
7.15,21,38979.48,2678.08,9137.5,332.18,332.18,832.43,288,694.81,2.96,1,15.41,1.04,44.25,0.88
9.3,27,72761.45,3560.38,9739.53,644.78,644.78,1069.44,288,775.13,4.54,1,22.92,1.05,89.14,1.77
3.14,9,8380.54,1386.77,7145.5,60.36,60.36,595.31,288,585.64,1.39,1,7.48,1.02,12.65,0.25
6.18,18,29767.03,2306.98,8810.85,245.96,245.96,769.56,288,666.15,2.51,1,13.22,1.03,33.98,0.67
2.09,6,2897.32,1358.52,6835.59,24.85,24.85,505.34,288,559.7,1.2,1,6.42,1.02,13,0.14
9.3,27,72774.77,3560.43,9781.6,645.05,645.05,1092.22,288,783.87,4.49,1,22.43,1.05,90.24,1.79
6.18,18,29763.29,2306.78,8806.42,245.95,245.95,754.98,288,661.58,2.51,1,13.13,1.03,33.11,0.66
1.14,3,943.19,1376.62,6689.28,9.08,9.08,472.05,288,551.31,1.13,1,6.06,1.02,0,0.09
9.3,27,72760.69,3560.38,9752.08,644.95,644.95,1088.39,288,780.62,4.53,1,22.93,1.05,90.65,1.8
6.18,18,29794.12,2307.34,8832.13,246.31,246.31,786.03,288,672.67,2.5,1,13.23,1.03,34.88,0.69
6.18,18,29764.92,2306.96,8810.11,246.02,246.02,786.82,288,670.99,2.51,1,13.35,1.03,35.03,0.69
